,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Summary,Summary,Summary,Summary,Summary,Unnamed: 8_level_0,Team per 48,Team per 48,Team per 48,Team per 48,Team per 48,Unnamed: 14_level_0,Opponent per 48,Opponent per 48,Opponent per 48,Opponent per 48,Opponent per 48,Unnamed: 20_level_0,Diff per 48,Diff per 48,Diff per 48,Diff per 48,Diff per 48
,Rk,Referee,Unnamed: 2_level_1,G,W,L,W/L%,Pace,Unnamed: 8_level_1,PTS,FTA,PF,S.Foul,O.Foul,Unnamed: 14_level_1,PTS,FTA,PF,S.Foul,O.Foul,Unnamed: 20_level_1,PTS,FTA,PF,S.Foul,O.Foul
56,57,Josh Tiven,,5,2,3,0.4,92.6,,111.7,23.1,15.5,6.5,1.8,,110.9,15.1,19.2,10.6,1.0,,0.8,8.0,-3.7,-4.1,0.8
57,58,Leon Wood,,3,2,1,0.667,93.8,,115.7,20.0,20.9,10.6,1.3,,106.0,25.8,20.3,8.4,2.3,,9.7,-5.8,0.6,2.2,-1.0
58,59,Brian Forte,,2,2,0,1.0,95.1,,110.5,17.0,15.0,5.0,1.5,,95.5,11.5,18.5,8.0,1.5,,15.0,5.5,-3.5,-3.0,0.0
59,60,Kevin Cutler,,1,0,1,0.0,94.2,,93.0,23.0,17.0,10.0,2.0,,110.0,17.0,19.0,9.0,0.0,,-17.0,6.0,-2.0,1.0,2.0
60,61,Matt Myers,,1,0,1,0.0,94.2,,93.0,23.0,17.0,10.0,2.0,,110.0,17.0,19.0,9.0,0.0,,-17.0,6.0,-2.0,1.0,2.0
61,62,Robert Hussey,,1,1,0,1.0,92.8,,108.0,28.0,11.0,7.0,0.0,,104.0,14.0,24.0,11.0,2.0,,4.0,14.0,-13.0,-4.0,-2.0
62,63,Jacyn Goble,,4,1,3,0.25,92.1,,107.8,25.5,18.8,11.0,1.5,,110.3,23.5,20.5,11.3,1.8,,-2.5,2.0,-1.7,-0.3,-0.3
63,64,Sean Wright,,3,0,3,0.0,94.7,,93.7,22.0,19.0,10.7,0.7,,103.0,22.3,19.0,9.0,0.7,,-9.3,-0.3,0.0,1.7,0.0
64,65,Brett Nansel,,4,2,2,0.5,93.8,,109.6,24.9,18.3,8.5,2.2,,110.4,20.2,21.0,10.7,1.9,,-0.8,4.7,-2.7,-2.2,0.3
65,66,Marc Davis,,2,1,1,0.5,89.3,,93.5,20.5,21.0,10.0,1.5,,94.0,23.0,19.5,9.5,2.5,,-0.5,-2.5,1.5,0.5,-1.0
66,67,Dedric Taylor,,2,1,1,0.5,99.4,,112.5,29.5,19.5,11.0,2.0,,115.0,21.5,25.5,11.0,2.0,,-2.5,8.0,-6.0,0.0,0.0
67,68,J.B. DeRosa,,2,0,2,0.0,91.9,,98.0,24.5,18.5,9.5,0.0,,104.5,24.5,22.5,11.0,1.5,,-6.5,0.0,-4.0,-1.5,-1.5
68,69,Mitchell Ervin,,2,2,0,1.0,90.5,,100.8,26.6,13.8,4.8,1.4,,93.6,10.9,22.8,9.0,1.9,,7.2,15.7,-9.0,-4.2,-0.5
69,70,Scott Twardoski,,1,0,1,0.0,98.4,,91.0,17.0,19.0,8.0,1.0,,101.0,15.0,18.0,4.0,1.0,,-10.0,2.0,1.0,4.0,0.0
70,71,Ashley Moyer-Gleich,,1,1,0,1.0,92.1,,119.0,21.0,24.0,16.0,1.0,,101.0,34.0,19.0,9.0,3.0,,18.0,-13.0,5.0,7.0,-2.0
